1,1,"{u'type': u'Polygon', u'coordinates': [[[-87.08587330453994, 40.73291527095378], [-87.08583125842695, 40.73516605555808], [-87.08287229590864, 40.735134032783634], [-87.08291444168795, 40.73288325070662], [-87.08587330453994, 40.73291527095378]]]}"
2,1,"{u'type': u'Polygon', u'coordinates': [[[-87.1567684372904, 40.74041353569643], [-87.15672876990095, 40.74266437642323], [-87.15376939732901, 40.74263416657947], [-87.15380916443279, 40.74038332823685], [-87.1567684372904, 40.74041353569643]]]}"
3,1,"{u'type': u'Polygon', u'coordinates': [[[-87.12109397869663, 40.749049281379605], [-87.12105309629477, 40.75130008944323], [-87.11809337946346, 40.75126895949238], [-87.11813436161769, 40.7490181538854], [-87.12109397869663, 40.749049281379605]]]}"
4,1,"{u'type': u'Polygon', u'coordinates': [[[-87.29853944496321, 40.759781844363616], [-87.29850453295342, 40.76203278524835], [-87.29554415954696, 40.762006200216156], [-87.29557917138723, 40.759755261429405], [-87.29853944496321, 40.759781844363616]]]}"
5,1,"{u'type': u'Polygon', u'coordinates': [[[-87.29554415954696, 40.762006200216156], [-87.29550914374856, 40.76425713809724], [-87.292548674459, 40.764230475039334], [-87.29258379009865, 40.761979539262356], [-87.29554415954696, 40.762006200216156]]]}"
6,7,"{u'type': u'Polygon', u'coordinates': [[[-87.292548674459, 40.764230475039334], [-87.29550914374856, 40.76425713809724], [-87.29547412399151, 40.76650807507265], [-87.29251355484945, 40.76648140991048], [-87.292548674459, 40.764230475039334]]]}"
7,5,"{u'type': u'Polygon', u'coordinates': [[[-87.44350739399003, 40.76774451195377], [-87.44646815065919, 40.76776730414619], [-87.44643822063817, 40.77001833959512], [-87.44347736408118, 40.76999554560389], [-87.44350739399003, 40.76774451195377]]]}"
8,2,"{u'type': u'Polygon', u'coordinates': [[[-87.36512265443845, 40.86391678858991], [-87.3680876240554, 40.8639416394923], [-87.3680549385369, 40.86619258741301], [-87.36508986855718, 40.86616773455038], [-87.36512265443845, 40.86391678858991]]]}"
9,6,"{u'type': u'Polygon', u'coordinates': [[[-87.19874480204419, 40.88266094038293], [-87.20171044991126, 40.882690078623895], [-87.20167210583283, 40.884940899320796], [-87.19870635752979, 40.884911758781776], [-87.19874480204419, 40.88266094038293]]]}"
10,7,"{u'type': u'Polygon', u'coordinates': [[[-87.15666787540749, 40.913755915616036], [-87.15963486837936, 40.9137861544931], [-87.15959505523317, 40.91603692968471], [-87.15662796167418, 40.9160066884232], [-87.15666787540749, 40.913755915616036]]]}"
11,2,"{u'type': u'Polygon', u'coordinates': [[[-87.13553332573137, 40.93379887726696], [-87.13850119250765, 40.93382967218897], [-87.13846063397663, 40.93608042233232], [-87.1354926665149, 40.936049624982296], [-87.13553332573137, 40.93379887726696]]]}"
12,17,"{u'type': u'Polygon', u'coordinates': [[[-87.15033254961378, 40.936202847994366], [-87.15330053991367, 40.936233263473675], [-87.15326048028545, 40.938484024753], [-87.15029238928575, 40.93845360687561], [-87.15033254961378, 40.936202847994366]]]}"
13,1,"{u'type': u'Polygon', u'coordinates': [[[-87.29852658726759, 40.95113527086456], [-87.29849143875457, 40.953386136836144], [-87.29552253438591, 40.95335944939477], [-87.29555778369405, 40.9511085855271], [-87.29852658726759, 40.95113527086456]]]}"
14,1,"{u'type': u'Polygon', u'coordinates': [[[-87.25076879962947, 40.96645493647291], [-87.25073200931723, 40.968705761696945], [-87.24776246433416, 40.96867783596551], [-87.24779935551295, 40.966427012942795], [-87.25076879962947, 40.96645493647291]]]}"
15,5,"{u'type': u'Polygon', u'coordinates': [[[-88.42406508952607, 41.08631341292301], [-88.42704045320055, 41.08631103167554], [-88.42704365142811, 41.08856220963292], [-88.42406818620466, 41.088564591068035], [-88.42406508952607, 41.08631341292301]]]}"
16,1,"{u'type': u'Polygon', u'coordinates': [[[-87.27268414519206, 41.081467387840505], [-87.27264795340062, 41.0837181841467], [-87.26967321583695, 41.08369076018359], [-87.26970950908323, 41.08143996603792], [-87.27268414519206, 41.081467387840505]]]}"
17,3,"{u'type': u'Polygon', u'coordinates': [[[-88.42407128323423, 41.090815768330394], [-88.42704685001809, 41.09081338670762], [-88.42705004897056, 41.09306456289967], [-88.42407438061475, 41.09306694471011], [-88.42407128323423, 41.090815768330394]]]}"
18,1,"{u'type': u'Polygon', u'coordinates': [[[-88.42705004897056, 41.09306456289967], [-88.42705324828556, 41.095315738209024], [-88.4240774783463, 41.09531812020714], [-88.42407438061475, 41.09306694471011], [-88.42705004897056, 41.09306456289967]]]}"
19,1,"{u'type': u'Polygon', u'coordinates': [[[-88.42109871190792, 41.093069249674095], [-88.42110170805596, 41.09532042535275], [-88.41812593742607, 41.09532265364582], [-88.41812304286157, 41.0930714777916], [-88.42109871190792, 41.093069249674095]]]}"
20,1,"{u'type': u'Polygon', u'coordinates': [[[-87.40328635509871, 41.102855872243836], [-87.40325459545315, 41.105106749503705], [-87.40027877452515, 41.1050826871019], [-87.400310635751, 41.102831811737595], [-87.40328635509871, 41.102855872243836]]]}"
21,4,"{u'type': u'Polygon', u'coordinates': [[[-87.26343163491417, 41.101641967649606], [-87.26640717628621, 41.10166956255892], [-87.26637074445401, 41.10392034635927], [-87.26339510152474, 41.103892749276014], [-87.26343163491417, 41.101641967649606]]]}"
22,1,"{u'type': u'Polygon', u'coordinates': [[[-88.43600860270318, 41.11331749700055], [-88.4360121103442, 41.11556866376561], [-88.43303542675915, 41.115571278174336], [-88.43303202080511, 41.11332011120331], [-88.43600860270318, 41.11331749700055]]]}"
